epoch,duration,train acc,valid acc,package_0 energy,package_1 energy,dram_0 energy,dram_1 energy,nvidia_gpu_0 energy,nvidia_gpu_1 energy,package_0 power,package_1 power,dram_0 power,dram_1 power,nvidia_gpu_0 power,nvidia_gpu_1 power
1,3.7386138439178467,0.409008537371134,0.4985,174.392742,465.920682,18.883535,32.326956,770.735,89.206,46.64636394146733,124.62391181640268,5.0509455612059595,8.646775877265586,206.15528433188362,23.86071515385964
2,3.7374279499053955,0.6575386597938144,0.6529,163.78608,465.881437,17.118283,32.353442,772.296,89.401,43.82320734882551,124.65295471764017,4.580230904634111,8.656606209845183,206.6383647662155,23.920461129494946
3,3.746124505996704,0.7431942654639175,0.7393,165.101018,466.91244,18.103021,32.361902,772.628,89.361,44.072485507545295,124.63879383949413,4.832466451934827,8.638768398700007,206.24728269527512,23.8542525367091
4,3.8405814170837402,0.7792364690721649,0.7327,167.603452,478.659114,16.832861,33.262613,778.054,91.403,43.64012470988467,124.63194032831079,4.382893935049464,8.660827460144622,202.58755524334072,23.799261120573988
5,3.738950252532959,0.8021705863402062,0.7445,173.238876,465.814847,19.322569,32.326544,769.291,89.137,46.333560036707894,124.58439282106865,5.167912835135982,8.645887700190801,205.75053104246103,23.84011393027066
6,3.7397756576538086,0.8265544458762887,0.8308,160.02083,466.296902,16.269684,32.311718,770.418,89.236,42.78888485529929,124.68579526840836,4.350443847267292,8.640015059157621,206.0064748598665,23.86132435975671
7,3.7425689697265625,0.8431660760309279,0.8272,164.110298,466.394558,16.981898,32.352462,767.191,89.122,43.84963893183514,124.61882780855619,4.537497675357663,8.644453118084748,204.99047745165592,23.81305480831563
8,3.7350664138793945,0.8586903994845361,0.8494,162.03938,465.379119,16.188548,32.289594,766.162,89.056,43.38326606398926,124.59728085976334,4.3342061977382365,8.644985235071816,205.126740759673,23.843217263572765
9,3.8180692195892334,0.8655968105670103,0.8345,179.930387,476.031252,20.06673,33.086219,769.483,90.964,47.12601491791649,124.67852849750423,5.255727134815769,8.665693861768064,201.5372052586267,23.824607352138667
10,3.7378463745117188,0.8764296069587629,0.8585,163.147409,465.820341,16.899814,32.385373,765.137,89.101,43.647435622956074,124.62265548857687,4.521270353762907,8.664179785674193,204.6999591041114,23.83752328816334
11,3.7403364181518555,0.8808996456185567,0.7743,161.160842,466.09866,16.166974,32.394873,764.85,89.134,43.08725846634712,124.61410095039122,4.322331521181266,8.660951684128639,204.48695371041558,23.830476736646638
12,3.738023519515991,0.8883094394329897,0.8632,160.440447,465.906705,16.142648,32.379421,763.348,89.076,42.921197836864934,124.6398538071068,4.318498242646208,8.662176904706198,204.21166319971155,23.829705601085617
13,3.737755298614502,0.8952963917525774,0.8625,181.620384,465.877287,21.423381,32.346174,764.321,89.123,48.59076357067099,124.64092744987607,5.731616782923468,8.653903590743344,204.48663407241128,23.84399001000301
14,3.7372117042541504,0.9021222615979382,0.8684,169.941093,465.783963,18.757479,32.290405,762.405,89.083,45.47269634378815,124.63408547869736,5.0191106323058845,8.640239717552827,204.0036958923514,23.836755059552782
15,3.8061962127685547,0.9085655605670103,0.8568,164.336433,474.371955,16.486775,32.944205,766.449,90.948,43.176027670014626,124.63150307612514,4.331562031587393,8.655414266212253,201.36875693082033,23.8947218997536
16,3.745563268661499,0.9153108891752577,0.8749,162.424633,466.837733,16.795407,32.3942,763.517,89.115,43.364541285146544,124.63752432269752,4.484080442726562,8.648685838799427,203.84570897205742,23.792149166351102
17,3.742372512817383,0.9215528350515464,0.8526,180.107144,466.291348,20.904741,32.391248,764.683,89.237,48.12646079008563,124.5977909475827,5.585959422372471,8.655270924810953,204.33107537558337,23.84503405109167
18,3.7388181686401367,0.9286404639175257,0.8658,159.97243,466.002713,15.941591,32.345592,761.186,89.414,42.78689756613233,124.63904153153618,4.263804839109946,8.651287797653067,203.59000241962946,23.91504372958613
19,3.74839186668396,0.9378825708762887,0.8997,161.635694,467.284998,16.211482,32.426835,762.797,89.281,43.12134369851573,124.66279263736286,4.324916544635872,8.65086579880097,203.49980128273342,23.81848087803665
20,3.830699920654297,0.9440037048969072,0.9066,162.723094,477.334349,16.575806,33.208252,765.188,91.367,42.47868467133973,124.60760667425748,4.327095920676761,8.66897765104188,199.75148558995016,23.851254833971492
21,3.7368791103363037,0.9539505476804123,0.901,173.211715,465.748686,19.221849,32.289258,761.593,89.2,46.35197176191543,124.63573807130318,5.1438241464199015,8.64070178526436,203.80455923591805,23.87018615434214
22,3.7378604412078857,0.9629107603092784,0.9311,158.728964,465.951566,15.931415,32.289778,761.867,89.366,42.46519272097459,124.65729347814501,4.262174912782934,8.638572388637813,203.824356736498,23.908329753242867
23,3.7452175617218018,0.9718105670103093,0.9384,165.409366,466.781458,17.24079,32.344185,762.973,89.338,44.165489260377115,124.63400331419062,4.603414812589374,8.636129802064236,203.7192732934948,23.85388793246188
24,3.739635705947876,0.9781330541237113,0.9395,160.130938,466.018095,16.232673,32.308826,762.936,89.279,42.81992969136335,124.61590690740279,4.340709704472549,8.639565064750276,204.01345478292265,23.873715789482407
