epoch,duration,train acc,valid acc,package_0 energy,package_1 energy,dram_0 energy,dram_1 energy,nvidia_gpu_0 energy,nvidia_gpu_1 energy,package_0 power,package_1 power,dram_0 power,dram_1 power,nvidia_gpu_0 power,nvidia_gpu_1 power
1,4.4485251903533936,0.7677283653846154,0.9014,212.343572,250.77896,19.009164,39.032641,910.048,106.733,47.73347635761759,56.37350566066548,4.273138441751725,8.774287956071847,204.57296768228602,23.99289549521941
2,4.503247499465942,0.9606370192307693,0.9724,219.722094,254.650105,22.226448,39.625225,911.284,108.214,48.79192050316082,56.548103347684076,4.935648774053818,8.799255427266502,202.3615180174025,24.030213754148203
3,4.454525947570801,0.9701188568376068,0.9516,221.148604,254.811665,22.483426,39.127654,909.498,106.885,49.64582238444466,57.20286917151244,5.047321817097272,8.783797526499447,204.17391450957405,23.994696912314073
4,4.447868585586548,0.9737747061965812,0.9829,213.211002,251.366544,19.340853,39.020141,907.656,106.823,47.93554438431852,56.51393227186632,4.348341824368331,8.772772902159462,204.06538154955535,24.016671793353595
5,4.448039770126343,0.976295405982906,0.984,212.323797,250.615264,19.098531,39.04381,907.94,106.91,47.734239793896705,56.34285594368269,4.293696096934296,8.777756498991689,204.12137636400018,24.035306680039714
6,4.4516801834106445,0.9774138621794872,0.982,215.921689,252.767541,20.204904,39.096426,908.045,106.959,48.50341446464199,56.78025612485548,4.538714186004274,8.782397744046017,203.978040332696,24.02665860826813
7,4.453600645065308,0.9799178685897436,0.977,216.41186,252.666956,21.145763,39.143291,908.395,107.014,48.59256077210006,56.73318650156943,4.7480150748204135,8.78913358416446,203.9686699359815,24.028647498642247
8,4.518393278121948,0.9817875267094017,0.9857,220.182908,255.464068,21.901139,39.739577,911.614,108.616,48.730354895428256,56.538696894083245,4.8471077331947345,8.795068192142317,201.75623144935906,24.038633495211332
9,4.448715925216675,0.9814536591880342,0.9891,212.829228,251.453091,19.153948,39.038532,906.888,106.938,47.84059750671406,56.52262253354668,4.305500356053215,8.775235968365102,203.8538794665407,24.037947533094414
10,4.448528289794922,0.9820045405982906,0.985,215.400084,254.693562,19.940428,39.101842,907.069,107.0,48.42052696262161,57.25344325319361,4.482477507391384,8.789837773921992,203.90316547628746,24.052898628398456
11,4.451106548309326,0.9818543002136753,0.9869,212.664189,251.252714,19.140851,39.094499,907.796,107.178,47.777824837910636,56.4472477288673,4.300245521480567,8.783096647023502,203.94838679941515,24.078956285759922
12,4.454493999481201,0.9823717948717948,0.9876,213.158146,251.464749,19.141295,39.151124,906.807,107.224,47.85238144328531,56.45192226755434,4.297075044265256,8.789129361170941,203.5712698469484,24.070971924642393
13,4.5080406665802,0.9839743589743589,0.9902,221.557904,258.060924,22.150238,39.726787,910.017,108.343,49.14727270374733,57.24458652582764,4.9134956044669345,8.812428710883113,201.86530408793737,24.033279203354883
14,4.4508514404296875,0.9840578258547008,0.9866,215.493223,252.412623,20.530948,39.06422,906.293,107.18,48.41617966453541,56.7110869410712,4.612813587419564,8.77679709665365,203.62238823960973,24.080785763016344
15,4.449507474899292,0.9838074252136753,0.9895,213.02747,251.517849,19.319906,39.057962,904.569,107.046,47.87664054993447,56.52712135418825,4.342032485390369,8.778041664237012,203.29643339243373,24.05794362721524
16,4.448930501937866,0.9849926549145299,0.9879,213.204044,252.288417,19.239949,39.016194,906.175,107.073,47.92253866567089,56.70765521963271,4.3246234104172805,8.76979174725371,203.6837841376232,24.067132528449502
17,4.453003168106079,0.986328125,0.9838,229.707786,257.446973,27.010712,39.088593,906.747,107.388,51.584914119362224,57.81423531066015,6.065729347209967,8.778029461098473,203.62594989701105,24.1158597795639
18,4.526294231414795,0.9870459401709402,0.993,218.584218,256.073746,20.682632,39.752108,908.837,108.765,48.29209212315757,56.57470171132874,4.569440461128657,8.782484294569286,200.79052609797367,24.029591192970912
19,4.45068621635437,0.9878305288461539,0.9921,214.39032,251.762356,20.238289,39.046197,905.205,107.147,48.170171874217324,56.56708735719919,4.547228902732558,8.773073432254538,203.38549068540453,24.0742651338305
20,4.450270652770996,0.9876469017094017,0.9912,217.009882,255.878801,20.551526,39.102286,904.915,107.149,48.76329979276139,57.49735711931926,4.618039576357773,8.786496159655515,203.33931812361737,24.07696258502454
21,4.453981161117554,0.9892828525641025,0.9929,213.287052,251.113309,19.313328,39.067862,906.277,107.376,47.886832989316886,56.379517540885345,4.336194362158925,8.771447517797187,203.47571469579475,24.10787026612797
22,4.4552130699157715,0.9901509081196581,0.9922,212.808659,251.164641,19.228367,39.056753,905.459,107.136,47.7662135705719,56.375449851324035,4.315925343692602,8.76652864567449,203.23584658928965,24.047334733201765
23,4.450371742248535,0.9914529914529915,0.9928,217.693473,254.976886,21.239506,39.075298,904.89,107.102,48.915795265680686,57.29339047779721,4.772524011503994,8.780232363298563,203.3290817954923,24.06585476517678
24,4.499760389328003,0.9923043536324786,0.9936,215.059997,253.905356,19.32621,39.512326,905.187,108.281,47.79365530441438,56.42641697148643,4.294942025321084,8.780984448352104,201.16337797603956,24.06372576122231
