epoch,duration,train acc,valid acc,package_0 energy,package_1 energy,dram_0 energy,dram_1 energy,package_0 power,package_1 power,dram_0 power,dram_1 power
1,164.1197805404663,0.40635067654639173,0.5299,20451.754407,20436.030752,2086.460632,2281.221493,124.61480474595992,124.51899877456377,12.71303571774854,13.899735214656403
