epoch,duration,train acc,valid acc,package_0 energy,package_1 energy,dram_0 energy,dram_1 energy,package_0 power,package_1 power,dram_0 power,dram_1 power
1,1083.7650241851807,0.40763933634020616,0.585,52904.081301,68367.543606,5027.861994,9895.495029,48.815084562057606,63.083364087525844,4.639254710937137,9.130664681156178
