epoch,duration,train acc,valid acc,package_0 energy,package_1 energy,dram_0 energy,dram_1 energy,package_0 power,package_1 power,dram_0 power,dram_1 power
1,537.901641368866,0.4041357925257732,0.4721,26415.843202,41386.642157,2521.688763,5216.202164,49.10905855348625,76.94091070567885,4.688010909546105,9.697315945580078
