epoch,duration,train acc,valid acc,package_0 energy,package_1 energy,dram_0 energy,dram_1 energy,package_0 power,package_1 power,dram_0 power,dram_1 power
1,997.4034259319305,0.41929768041237114,0.5478,48936.208768,65608.037304,4667.494469,9200.949218,49.063606055168826,65.77883692619031,4.679645515192506,9.224902360249095
