epoch,duration,train acc,valid acc,package_0 energy,package_1 energy,dram_0 energy,dram_1 energy,nvidia_gpu_0 energy,nvidia_gpu_1 energy,package_0 power,package_1 power,dram_0 power,dram_1 power,nvidia_gpu_0 power,nvidia_gpu_1 power
1,6.943369388580322,0.4081225837628865,0.5751,486.298926,523.155948,43.439577,55.616494,1091.293,167.911,70.0378877724423,75.34612069760085,6.256267608553934,8.010015150781376,157.17052326134868,24.182927711747734
2,3.7202978134155273,0.664465206185567,0.7476,368.884493,362.246326,29.164493,32.446756,751.005,89.832,99.15456006500052,97.37024941759414,7.839289880189643,8.721548012364988,201.8669035827855,24.146453995178177
3,3.715476036071777,0.7457111791237113,0.7719,372.345605,363.009508,29.236785,32.411627,751.427,89.932,100.21477769875915,97.70201838895328,7.868920352642316,8.723411666588895,202.24245633796457,24.20470462651173
4,3.898226976394653,0.7800821520618557,0.7167,374.237384,383.619928,30.7071,34.038522,762.145,94.15,96.00194813338457,98.40882286305401,7.877196527022146,8.73179581540969,195.51067821732735,24.15200566055196
5,3.712244987487793,0.804345199742268,0.8086,370.097746,366.058634,29.272495,32.405691,756.029,89.744,99.69647672700022,98.60842569221833,7.885388787287374,8.729405281500581,203.65816441215844,24.175128608829485
6,3.7144417762756343,0.8255074097938144,0.8207,373.487203,371.137233,29.297465,32.375045,757.255,89.929,100.55002218246777,99.91736453387857,7.887447634022612,8.715992052098214,203.86778030460292,24.21063659535115
7,3.716957092285156,0.8469716494845361,0.7986,373.761128,372.592186,29.29338,32.374677,758.954,89.738,100.55567463390184,100.24118566591612,7.881011072417482,8.70999481462841,204.1869144993011,24.142866805285017
8,3.7140958309173584,0.8588112113402062,0.8,373.700093,372.460838,29.28492,32.394859,759.52,89.781,100.61670727211646,100.2830446375436,7.884804628955093,8.722138704751371,204.4966082128267,24.173043477401244
9,3.7749216556549072,0.8680734536082474,0.8424,382.445616,368.409336,29.814084,33.114493,750.606,91.385,101.31219953322446,97.59390249811291,7.897934505564616,8.772233180096292,198.84015311299967,24.208449429169868
10,3.721872806549072,0.875342300257732,0.8456,374.481524,367.89127,29.379504,32.4541,750.947,89.836,100.61642174903339,98.84573953001623,7.893742082830804,8.719830495790507,201.76589556704374,24.137310614678455
11,3.7227163314819336,0.8846448131443299,0.8225,373.474508,364.267072,29.362475,32.510802,752.758,89.99,100.32311751546426,97.84980631467911,7.887379103180668,8.73308603319183,202.20665045954314,24.173209019172543
12,3.719184637069702,0.8884503865979382,0.8514,374.504656,366.726723,29.340871,32.46533,753.074,89.947,100.69536539467624,98.60406481161938,7.889060066433619,8.729152534244447,202.48362839908302,24.18460194298611
13,3.721370458602905,0.8944507087628866,0.8085,375.229569,367.424718,29.441056,32.552999,754.426,90.07,100.8310172755202,98.73371170306446,7.911347802511687,8.747583548083844,202.72800259806178,24.203448971810914
14,3.7820732593536377,0.9035317332474226,0.8368,375.402177,380.561709,29.823831,33.084781,758.67,91.286,99.25830391348813,100.62251122682869,7.885577289186867,8.747789567051973,200.59632587065695,24.136497032212677
15,3.718986749649048,0.9083642074742267,0.8752,374.518328,373.488058,29.367508,32.47064,756.735,89.876,100.70439966889971,100.42736991070088,7.896642278376319,8.731044821029325,203.47881047745366,24.16679758498236
16,3.716775417327881,0.9134383054123713,0.8953,374.859636,370.093962,29.396365,32.412453,756.688,89.831,100.85614381013627,99.57393720228418,7.909104451926791,8.720584205569903,203.58722683976674,24.16906859133895
17,3.718412160873413,0.9211098582474226,0.9088,375.691116,367.137915,29.430774,32.462224,758.717,89.85,101.03536126338248,98.73513185632532,7.9148767610223825,8.730130656730369,204.04327631657324,24.163539734899974
18,3.71637749671936,0.9278149162371134,0.8998,375.615493,366.210916,29.382502,32.445639,759.092,89.962,101.07032811698365,98.5397517672178,7.906221051531354,8.730447600826734,204.25589183824573,24.20690580529404
19,3.77402400970459,0.9372986469072164,0.9103,381.926269,371.961145,29.932629,33.009306,763.561,91.131,101.1986855456956,98.5582349353191,7.93122378740324,8.746448330778847,202.32012251023477,24.14690520401147
20,3.721674680709839,0.946581024484536,0.9195,377.443186,366.945899,29.426383,32.475031,760.556,89.97,101.41756558045259,98.59698401419976,7.906758522587331,8.725918782833002,204.35853889704794,24.174600876947128
21,3.720407485961914,0.9545344716494846,0.9227,379.470403,361.567922,29.514373,32.540147,762.3,89.837,101.9970001758793,97.18503238268707,7.9331022505909825,8.746393270839986,204.89691058744518,24.147086129403533
22,3.718737840652466,0.9631121134020618,0.9293,378.649727,366.582679,29.464281,32.378609,763.726,89.899,101.82210825960362,98.57717717893277,7.9231939067881125,8.706881309578696,205.37236899334684,24.17460005307255
23,3.7193288803100586,0.9718709729381444,0.9373,378.353279,366.875831,29.444254,32.36048,762.799,89.807,101.72622297613512,98.64033077102225,7.9165502561164764,8.700623430026521,205.09049469602428,24.146022814877647
24,3.7580771446228023,0.9779518363402062,0.9409,382.521604,370.515531,29.752181,32.734441,763.651,90.818,101.78652254313786,98.59178424001954,7.9168627612050315,8.710422841329285,203.20258755003485,24.1660818831103
